order_id,account_id,company,status,currency,subtotal,tax,total,created_at
257,51558,Garcia-Schmidt,paid,EUR,2.34,0.47,2.81,2026-03-03T20:10:58.872319Z
258,95676,Moore PLC,confirmed,GBP,53268.0,10653.6,63921.6,2026-03-03T20:11:01.583530Z
259,15185,"Davis, Carlson and Snyder",invoiced,EUR,725.0,145.0,870.0,2026-03-03T20:11:01.683814Z
260,37613,Hurley PLC,invoiced,USD,8653.92,605.77,9259.69,2026-03-03T20:11:01.724533Z
261,66804,Thompson Inc,paid,EUR,11986.93,2397.39,14384.32,2026-03-03T20:11:01.788883Z
262,51051,"Ortiz, Cooper and Allison",created,GBP,11985.0,2397.0,14382.0,2026-03-03T20:11:01.873985Z
263,66027,Munoz-Waters,paid,GBP,2587.0,517.4,3104.4,2026-03-03T20:11:04.562243Z
264,91512,"Carter, Lee and Jackson",created,GBP,377.0,75.4,452.4,2026-03-03T20:11:01.977625Z
265,61411,Calderon-Webb,invoiced,EUR,1.76,0.35,2.11,2026-03-03T20:11:01.967813Z
266,19148,"Maldonado, Garcia and Rojas",confirmed,USD,3586.24,251.04,3837.28,2026-03-03T20:11:44.588777Z
267,35910,Wallace LLC,invoiced,EUR,696.29,139.26,835.55,2026-03-03T20:11:02.094987Z
268,80046,"Flores, Harrington and Kirby",confirmed,USD,18971.11,1327.98,20299.09,2026-03-03T20:11:02.140516Z
269,15227,Dyer PLC,invoiced,USD,6567.48,459.72,7027.2,2026-03-03T20:11:02.215762Z
270,33513,Li-Cross,paid,GBP,4975.0,995.0,5970.0,2026-03-03T20:11:02.335644Z
271,73382,"Kelly, Rhodes and Watson",confirmed,EUR,495.7,99.14,594.84,2026-03-03T20:11:02.365996Z
272,72501,Brown-Rich,confirmed,GBP,4.04,0.81,4.85,2026-03-03T20:11:02.363708Z
273,35173,"Schultz, Allen and Simon",confirmed,EUR,3.86,0.77,4.63,2026-03-03T20:11:02.488427Z
274,28937,Wood-Williams,created,EUR,10795.88,2159.18,12955.06,2026-03-03T20:11:02.538229Z
275,26271,"Blair, Grant and Flores",invoiced,USD,4975.75,348.3,5324.05,2026-03-03T20:11:02.592634Z
276,58881,Gonzalez LLC,invoiced,USD,1882.93,131.81,2014.74,2026-03-03T20:10:59.914687Z
277,21686,Robinson Inc,invoiced,EUR,10076.18,2015.24,12091.42,2026-03-03T20:11:02.699374Z
278,48473,Ramirez-Washington,invoiced,EUR,8358.76,1671.75,10030.51,2026-03-03T20:11:02.711360Z
279,63797,Cobb-Williams,invoiced,GBP,13583.0,2716.6,16299.6,2026-03-03T20:11:02.801568Z
280,50577,Rios-Merritt,invoiced,EUR,0.55,0.11,0.66,2026-03-03T20:11:02.872064Z
281,12601,King-Griffin,invoiced,GBP,1.01,0.2,1.21,2026-03-03T20:11:02.882459Z
282,98043,Case Group,created,USD,3.85,0.27,4.12,2026-03-03T20:11:02.953103Z
283,12727,York LLC,invoiced,GBP,0.18,0.04,0.22,2026-03-03T20:11:03.010607Z
284,14302,Wood-Berg,created,EUR,2.1,0.42,2.52,2026-03-03T20:11:03.066851Z
285,86127,Hughes-Willis,paid,EUR,22569.84,4513.97,27083.81,2026-03-03T20:11:05.745733Z
286,74462,Stewart Inc,paid,GBP,46318.04,9263.61,55581.65,2026-03-03T20:11:05.825814Z
287,82875,Edwards Inc,paid,EUR,2.87,0.57,3.44,2026-03-03T20:11:44.971453Z
288,46865,Norton-Castillo,invoiced,GBP,377.0,75.4,452.4,2026-03-03T20:11:03.304370Z
289,45682,"Lopez, Ramos and Logan",confirmed,EUR,0.37,0.07,0.44,2026-03-03T20:11:03.333361Z
290,81132,Beard-Watkins,invoiced,EUR,0.17,0.03,0.2,2026-03-03T20:11:03.403306Z
291,96302,Gross-Rowland,paid,EUR,14382.0,2876.4,17258.4,2026-03-03T20:11:03.480054Z
292,28971,Hernandez-Hood,created,USD,6766.0,473.62,7239.62,2026-03-03T20:11:44.636717Z
293,72597,Wilson-Mason,paid,USD,1.15,0.08,1.23,2026-03-03T20:11:03.578900Z
294,33077,Washington and Sons,invoiced,GBP,467.92,93.58,561.5,2026-03-03T20:11:03.597362Z
295,46984,"Harrison, French and Matthews",created,USD,1.52,0.11,1.63,2026-03-03T20:11:03.672898Z
296,19576,Watson-Shelton,created,GBP,4895.0,979.0,5874.0,2026-03-03T20:11:03.689106Z
297,78870,Goodman-Bird,paid,USD,2.97,0.21,3.18,2026-03-03T20:11:03.827348Z
298,36975,"Holland, White and White",created,USD,7762.24,543.36,8305.6,2026-03-03T20:11:03.830890Z
299,57720,"Cortez, Smith and Kline",invoiced,EUR,8369.84,1673.97,10043.81,2026-03-03T20:11:03.949703Z
300,88341,Cooper-Smith,confirmed,EUR,7960.0,1592.0,9552.0,2026-03-03T20:11:03.942023Z
301,62263,"Lloyd, Snyder and Stevens",invoiced,GBP,2871.0,574.2,3445.2,2026-03-03T20:11:03.999979Z
302,83071,"Oneill, Russell and Ayers",paid,USD,7319.8,512.39,7832.19,2026-03-03T20:11:04.067015Z
303,14149,Novak and Sons,paid,GBP,2786.0,557.2,3343.2,2026-03-03T20:11:44.656875Z
304,27547,Simmons Group,paid,USD,522.0,36.54,558.54,2026-03-03T20:11:06.797200Z
305,33932,"Knight, Welch and Campbell",paid,EUR,3663.0,732.6,4395.6,2026-03-03T20:11:04.246082Z
306,66339,"French, Ramirez and Hanson",created,EUR,1287.13,257.43,1544.56,2026-03-03T20:11:04.252130Z
307,93588,"Turner, Schwartz and Meyer",invoiced,USD,1508.0,105.56,1613.56,2026-03-03T20:11:04.347821Z
308,34560,Rasmussen LLC,paid,GBP,18378.36,3675.67,22054.03,2026-03-03T20:11:04.357545Z
309,18316,Smith-Gonzalez,invoiced,GBP,5175.15,1035.03,6210.18,2026-03-03T20:11:04.457824Z
310,82227,Lopez LLC,paid,EUR,38521.0,7704.2,46225.2,2026-03-03T20:11:04.514478Z
311,44670,Hardy-Mata,confirmed,EUR,0.35,0.07,0.42,2026-03-03T20:11:01.865369Z
312,95247,Douglas Inc,paid,EUR,0.96,0.19,1.15,2026-03-03T20:11:04.634291Z
313,84003,Montes Group,invoiced,GBP,4.53,0.91,5.44,2026-03-03T20:11:04.674404Z
314,35746,Rodriguez-Smith,invoiced,GBP,1016.44,203.29,1219.73,2026-03-03T20:11:04.759149Z
315,63734,"Gutierrez, Smith and Silva",paid,GBP,1.48,0.3,1.78,2026-03-03T20:11:04.804898Z
316,13457,Shepherd Inc,invoiced,GBP,1.47,0.29,1.76,2026-03-03T20:11:04.860895Z
317,70581,Bush Group,invoiced,EUR,899.18,179.84,1079.02,2026-03-03T20:11:04.894442Z
318,95723,Gibson Group,invoiced,GBP,11985.33,2397.07,14382.4,2026-03-03T20:11:44.729680Z
319,33322,Mccormick PLC,invoiced,USD,754.98,52.85,807.83,2026-03-03T20:11:44.832985Z
320,68396,"Soto, Kim and Morris",paid,USD,3.88,0.27,4.15,2026-03-03T20:11:05.036660Z
321,46105,Martinez-Hoffman,confirmed,USD,2970.33,207.92,3178.25,2026-03-03T20:11:49.726406Z
322,65034,Brown LLC,paid,EUR,696.98,139.4,836.38,2026-03-03T20:11:05.193382Z
323,24629,Dean Inc,created,USD,9552.0,668.64,10220.64,2026-03-03T20:11:05.195747Z
324,87344,Moran Ltd,paid,USD,4179.65,292.58,4472.23,2026-03-03T20:11:44.868070Z
325,82188,Elliott Ltd,paid,USD,396.29,27.74,424.03,2026-03-03T20:11:05.380736Z
326,23689,Parker-Ballard,paid,GBP,2.17,0.43,2.6,2026-03-03T20:11:05.436949Z
327,17714,"Wallace, Oconnor and Rodgers",invoiced,GBP,0.18,0.04,0.22,2026-03-03T20:11:05.501636Z
328,94157,"Mullins, Owens and Webster",confirmed,GBP,0.01,0.0,0.01,2026-03-03T20:11:05.550106Z
329,72362,Hunt-Walker,paid,EUR,2277.0,455.4,2732.4,2026-03-03T20:11:05.552821Z
330,90903,Michael Group,invoiced,EUR,4160.03,832.01,4992.04,2026-03-03T20:11:05.633007Z
331,52089,Wright Ltd,confirmed,USD,4555.88,318.91,4874.79,2026-03-03T20:11:05.660889Z
332,42615,"Rice, Riley and Haynes",confirmed,EUR,4381.84,876.37,5258.21,2026-03-03T20:11:05.782807Z
333,82723,Gomez-Bird,created,GBP,2574.0,514.8,3088.8,2026-03-03T20:11:03.121381Z
334,42304,"Hogan, James and Anderson",created,EUR,377.0,75.4,452.4,2026-03-03T20:11:03.202546Z
335,28946,Ingram PLC,paid,USD,5771.0,403.97,6174.97,2026-03-03T20:11:03.226363Z
336,10829,"Ferguson, Lee and Weaver",created,EUR,754.0,150.8,904.8,2026-03-03T20:11:05.906658Z
337,36458,Combs-Ward,invoiced,EUR,1289.56,257.91,1547.47,2026-03-03T20:11:06.028382Z
338,24356,Ramirez-Crawford,confirmed,EUR,1.64,0.33,1.97,2026-03-03T20:11:06.106632Z
339,28512,"Martinez, Johnson and Mccoy",created,EUR,1538.0,307.6,1845.6,2026-03-03T20:11:06.098951Z
340,62428,"Davis, Rice and Marsh",confirmed,USD,1.4,0.1,1.5,2026-03-03T20:11:06.220239Z
341,86324,Bradley-Hernandez,paid,GBP,1881.0,376.2,2257.2,2026-03-03T20:11:06.211227Z
342,25831,Silva Inc,paid,USD,3981.8,278.73,4260.53,2026-03-03T20:11:06.318496Z
343,34582,Hodges-Glass,invoiced,EUR,638.11,127.62,765.73,2026-03-03T20:11:06.304681Z
344,59319,Garcia-Wu,confirmed,GBP,1167.68,233.54,1401.22,2026-03-03T20:11:06.412134Z
345,47375,Martin Group,paid,GBP,1.23,0.25,1.48,2026-03-03T20:11:06.498896Z
346,83401,Franklin PLC,paid,EUR,0.55,0.11,0.66,2026-03-03T20:11:06.486384Z
347,55907,"Harrison, Oneal and Simpson",paid,USD,4257.92,298.05,4555.97,2026-03-03T20:11:06.560379Z
348,51748,Clark Group,invoiced,EUR,0.48,0.1,0.58,2026-03-03T20:11:06.645317Z
349,63714,"Patterson, Mcgee and Elliott",confirmed,GBP,0.18,0.04,0.22,2026-03-03T20:11:06.710425Z
350,57567,Morales Ltd,confirmed,EUR,7990.0,1598.0,9588.0,2026-03-03T20:11:06.735349Z
351,89968,"Reed, Chandler and Flores",created,EUR,2.86,0.57,3.43,2026-03-03T20:11:06.743078Z
352,47270,Harmon Ltd,created,USD,1.56,0.11,1.67,2026-03-03T20:11:04.156137Z
353,22786,Bennett Ltd,created,EUR,2.08,0.42,2.5,2026-03-03T20:11:06.885461Z
354,38033,Miller Inc,invoiced,GBP,9950.0,1990.0,11940.0,2026-03-03T20:11:44.994995Z
355,30861,Jensen LLC,invoiced,EUR,29.83,5.97,35.8,2026-03-03T20:11:07.002114Z
356,95184,Ruiz LLC,paid,USD,2178.0,152.46,2330.46,2026-03-03T20:11:07.106594Z
357,34122,Boyle-Brown,invoiced,USD,1913.28,133.93,2047.21,2026-03-03T20:11:07.080041Z
358,41411,Myers LLC,created,EUR,0.48,0.1,0.58,2026-03-03T20:11:07.142194Z
359,22195,"Powell, Henry and Elliott",paid,EUR,0.18,0.04,0.22,2026-03-03T20:11:07.267730Z
360,40225,Sanchez-Stanley,confirmed,GBP,1640.0,328.0,1968.0,2026-03-03T20:11:07.258314Z
361,90661,Curry Group,invoiced,EUR,727.96,145.59,873.55,2026-03-03T20:11:07.326693Z
362,78755,"Bishop, Diaz and Sanchez",paid,USD,0.45,0.03,0.48,2026-03-03T20:11:07.446406Z
363,32289,Herrera LLC,paid,USD,4950.52,346.54,5297.06,2026-03-03T20:11:07.439868Z
364,10327,Jimenez Inc,paid,USD,22571.34,1579.99,24151.33,2026-03-03T20:11:07.490262Z
365,98687,Bradshaw-Hines,created,USD,50684.0,3547.88,54231.88,2026-03-03T20:11:45.090331Z
366,19034,Sharp-Martinez,confirmed,GBP,1.14,0.23,1.37,2026-03-03T20:11:07.590836Z
367,14523,"Holt, Freeman and Mccullough",created,GBP,1991.22,398.24,2389.46,2026-03-03T20:11:07.629285Z
368,72485,"Williams, Gonzalez and Fischer",confirmed,USD,30363.09,2125.42,32488.51,2026-03-03T20:11:07.689597Z
369,58022,Fry-Allen,paid,USD,25351.0,1774.57,27125.57,2026-03-03T20:11:07.788938Z
370,26287,"Greer, Carrillo and Vargas",invoiced,GBP,32116.0,6423.2,38539.2,2026-03-03T20:11:42.373445Z
371,50722,"Perry, Carr and Schmitt",paid,EUR,9552.0,1910.4,11462.4,2026-03-03T20:11:10.639272Z
372,25363,"Zavala, Mcgee and Allen",invoiced,USD,5970.0,417.9,6387.9,2026-03-03T20:11:07.953191Z
373,14461,Khan Ltd,paid,GBP,19978.44,3995.69,23974.13,2026-03-03T20:11:08.042563Z
374,53465,Higgins and Sons,invoiced,GBP,15140.1,3028.02,18168.12,2026-03-03T20:11:45.135669Z
375,40633,Wright-Kim,invoiced,USD,1194.2,83.59,1277.79,2026-03-03T20:11:08.106041Z
376,98117,"Cortez, Ruiz and Martin",confirmed,EUR,8789.9,1757.98,10547.88,2026-03-03T20:11:08.150673Z
377,41543,"Davis, Oconnell and Miller",paid,GBP,1583.0,316.6,1899.6,2026-03-03T20:11:08.275231Z
378,12979,Erickson-Haynes,confirmed,EUR,16119.05,3223.81,19342.86,2026-03-03T20:11:08.242330Z
379,14090,Ryan LLC,confirmed,EUR,0.09,0.02,0.11,2026-03-03T20:11:08.389625Z
380,27390,Casey-Russell,paid,EUR,35418.0,7083.6,42501.6,2026-03-03T20:11:08.371725Z
381,72834,Beltran-Johnson,paid,GBP,2973.48,594.7,3568.18,2026-03-03T20:11:08.435547Z
382,17430,Taylor-Perez,invoiced,GBP,1247.0,249.4,1496.4,2026-03-03T20:11:45.226815Z
383,77658,"Powell, Hall and Rodriguez",invoiced,GBP,4778.85,955.77,5734.62,2026-03-03T20:11:08.610774Z
384,94478,Williams-Patel,invoiced,EUR,15181.0,3036.2,18217.2,2026-03-03T20:11:08.617070Z
385,18517,Foster-Parker,confirmed,USD,3184.8,222.94,3407.74,2026-03-03T20:11:08.680263Z
386,91521,Watts-Herrera,confirmed,GBP,24762.0,4952.4,29714.4,2026-03-03T20:11:08.743123Z
387,67697,Williams and Sons,confirmed,EUR,1045.68,209.14,1254.82,2026-03-03T20:11:45.204600Z
388,58341,Cox-Meyers,invoiced,EUR,35388.0,7077.6,42465.6,2026-03-03T20:11:08.843143Z
389,97671,"Bell, Bauer and Stephens",confirmed,GBP,41197.44,8239.49,49436.93,2026-03-03T20:11:08.860270Z
390,84367,"Davis, Hicks and Haas",confirmed,EUR,1556.28,311.26,1867.54,2026-03-03T20:11:09.055176Z
391,74594,Haley Ltd,invoiced,GBP,9156.51,1831.3,10987.81,2026-03-03T20:11:09.064829Z
392,90645,Stevens-Trujillo,created,GBP,198.0,39.6,237.6,2026-03-03T20:11:09.116725Z
393,59007,Jackson-Smith,confirmed,EUR,22733.2,4546.64,27279.84,2026-03-03T20:11:09.167955Z
394,41275,Bell and Sons,paid,EUR,1.38,0.28,1.66,2026-03-03T20:11:45.307024Z
395,58585,Smith-Martinez,invoiced,USD,28052.41,1963.67,30016.08,2026-03-03T20:11:09.263325Z
396,16615,Rios-Hawkins,confirmed,GBP,4.32,0.86,5.18,2026-03-03T20:11:09.393051Z
397,25820,Foster Ltd,paid,EUR,38352.0,7670.4,46022.4,2026-03-03T20:11:09.377503Z
398,63151,Young-West,paid,USD,42129.52,2949.07,45078.59,2026-03-03T20:11:09.456126Z
399,14617,Dawson Inc,confirmed,GBP,2971.33,594.27,3565.6,2026-03-03T20:11:09.558044Z
400,50329,"King, Hess and Knight",paid,USD,31161.0,2181.27,33342.27,2026-03-03T20:11:12.316173Z
401,75232,Patterson LLC,created,USD,23228.0,1625.96,24853.96,2026-03-03T20:11:09.662592Z
402,74180,Benson Group,created,EUR,8759.52,1751.9,10511.42,2026-03-03T20:11:09.695329Z
403,42721,"Peterson, Mueller and Hurst",confirmed,USD,29.0,2.03,31.03,2026-03-03T20:11:09.774586Z
404,21461,Macdonald-Holmes,created,EUR,9648.0,1929.6,11577.6,2026-03-03T20:11:09.838497Z
405,15705,Coffey Ltd,paid,EUR,3.59,0.72,4.31,2026-03-03T20:11:45.443255Z
406,65183,Bowers-Johnston,paid,USD,1883.61,131.85,2015.46,2026-03-03T20:11:09.878295Z
407,96279,Calderon LLC,invoiced,GBP,3.36,0.67,4.03,2026-03-03T20:11:09.924264Z
408,67726,Mcmahon-Young,paid,EUR,2.89,0.58,3.47,2026-03-03T20:11:09.999137Z
409,77713,"Mendoza, Dunn and Barnes",paid,GBP,0.94,0.19,1.13,2026-03-03T20:11:10.044321Z
410,29278,"Blanchard, Smith and Murphy",paid,EUR,10746.0,2149.2,12895.2,2026-03-03T20:11:10.099536Z
411,38374,Murphy PLC,invoiced,GBP,28764.0,5752.8,34516.8,2026-03-03T20:11:10.158014Z
412,47681,"Mccormick, Rodriguez and Gonzalez",confirmed,EUR,2626.0,525.2,3151.2,2026-03-03T20:11:10.261972Z
413,93640,White-Dunn,created,USD,8760.15,613.21,9373.36,2026-03-03T20:11:10.249235Z
414,65363,Serrano-Lynch,paid,GBP,29563.11,5912.62,35475.73,2026-03-03T20:11:10.311276Z
415,54461,Hogan and Sons,paid,EUR,783.61,156.72,940.33,2026-03-03T20:11:10.438247Z
416,43238,Porter PLC,paid,EUR,8358.25,1671.65,10029.9,2026-03-03T20:11:10.453579Z
417,88315,"Miller, Garner and Mitchell",created,USD,7990.13,559.31,8549.44,2026-03-03T20:11:45.424230Z
418,52282,Rodriguez-Thomas,confirmed,USD,0.16,0.01,0.17,2026-03-03T20:11:10.608849Z
419,91827,"Sharp, Anderson and Campbell",invoiced,USD,1421.32,99.49,1520.81,2026-03-03T20:11:07.929294Z
420,13452,"Harrington, Nelson and Davis",paid,USD,2.08,0.15,2.23,2026-03-03T20:11:10.764410Z
421,95778,"Carr, Glenn and Snyder",confirmed,USD,2620.28,183.42,2803.7,2026-03-03T20:11:10.758815Z
422,60587,Smith-Bonilla,invoiced,GBP,12027.0,2405.4,14432.4,2026-03-03T20:11:10.825980Z
423,52338,Fernandez Ltd,created,EUR,2.72,0.54,3.26,2026-03-03T20:11:10.928325Z
424,83607,Pham-Robbins,invoiced,EUR,4640.23,928.05,5568.28,2026-03-03T20:11:10.952505Z
425,64921,Jackson Inc,created,GBP,5843.0,1168.6,7011.6,2026-03-03T20:11:11.044272Z
426,31409,Cross-Bell,paid,USD,1.52,0.11,1.63,2026-03-03T20:11:11.042299Z
427,31452,"Ochoa, Pham and Williams",created,GBP,0.17,0.03,0.2,2026-03-03T20:11:11.082319Z
428,43411,Schmidt Inc,created,EUR,1369.96,273.99,1643.95,2026-03-03T20:11:11.158313Z
429,87923,Arellano LLC,paid,USD,1.1,0.08,1.18,2026-03-03T20:11:11.257245Z
430,45644,"Taylor, Moore and Lewis",invoiced,GBP,7164.34,1432.87,8597.21,2026-03-03T20:11:11.277241Z
431,48325,Middleton Inc,paid,GBP,47141.04,9428.21,56569.25,2026-03-03T20:11:11.386180Z
432,86472,"Beck, Brown and Trujillo",paid,GBP,235.68,47.14,282.82,2026-03-03T20:11:11.407877Z
433,36100,"Crawford, Williams and Montgomery",confirmed,USD,4976.93,348.39,5325.32,2026-03-03T20:11:11.464043Z
434,57430,Meyer Group,created,GBP,21573.93,4314.79,25888.72,2026-03-03T20:11:11.466267Z
435,35269,"Tucker, Collins and Cunningham",confirmed,GBP,18379.61,3675.92,22055.53,2026-03-03T20:11:45.502526Z
436,60098,Osborne-Perez,paid,GBP,1305.11,261.02,1566.13,2026-03-03T20:11:11.614068Z
437,79583,Garcia-Johnson,confirmed,EUR,15181.53,3036.31,18217.84,2026-03-03T20:11:45.567041Z
438,37270,"Johnston, Grimes and Yang",confirmed,EUR,1160.0,232.0,1392.0,2026-03-03T20:11:45.292938Z
439,62929,Collins-Nelson,confirmed,USD,1218.0,85.26,1303.26,2026-03-03T20:11:11.690333Z
440,26286,Flynn LLC,created,GBP,2.05,0.41,2.46,2026-03-03T20:11:11.809430Z
441,33301,Benson-Austin,paid,EUR,27101.0,5420.2,32521.2,2026-03-03T20:11:45.592267Z
442,58025,Bishop-Delacruz,confirmed,USD,39950.3,2796.52,42746.82,2026-03-03T20:11:11.898344Z
443,26517,Fowler LLC,confirmed,USD,29563.0,2069.41,31632.41,2026-03-03T20:11:11.964346Z
444,50487,Smith-Washington,created,EUR,2277.0,455.4,2732.4,2026-03-03T20:11:12.035534Z
445,82197,Wright-Long,created,EUR,19975.08,3995.02,23970.1,2026-03-03T20:11:12.104427Z
446,72514,"Fleming, Williamson and Lewis",paid,EUR,1990.08,398.02,2388.1,2026-03-03T20:11:12.169844Z
447,63873,"Fox, Harper and Jenkins",paid,USD,19975.0,1398.25,21373.25,2026-03-03T20:11:12.205449Z
448,46749,Wilson LLC,created,EUR,1.66,0.33,1.99,2026-03-03T20:11:12.250063Z
449,34967,Lee Group,invoiced,USD,4754.88,332.84,5087.72,2026-03-03T20:11:09.519690Z
450,22627,Arroyo-Roberson,paid,USD,1.7,0.12,1.82,2026-03-03T20:11:12.409059Z
451,15295,"Anderson, Navarro and Williams",invoiced,USD,0.24,0.02,0.26,2026-03-03T20:11:12.476208Z
452,54730,Douglas-Newton,created,USD,0.39,0.03,0.42,2026-03-03T20:11:12.473984Z
453,41075,Ferguson-Wade,paid,USD,0.86,0.06,0.92,2026-03-03T20:11:12.524780Z
454,49732,"Burgess, Pearson and Nguyen",confirmed,USD,35158.48,2461.09,37619.57,2026-03-03T20:11:12.619081Z
455,13281,Foley-Serrano,created,EUR,23171.0,4634.2,27805.2,2026-03-03T20:11:12.659997Z
456,68905,Graham-Bauer,created,GBP,38621.14,7724.23,46345.37,2026-03-03T20:11:12.762020Z
457,33936,Arnold-Stevens,invoiced,EUR,6769.13,1353.83,8122.96,2026-03-03T20:11:12.814005Z
458,19342,"Schmidt, Jones and Joyce",paid,GBP,5973.92,1194.78,7168.7,2026-03-03T20:11:12.853187Z
459,95081,"Hernandez, Abbott and Smith",invoiced,EUR,37553.25,7510.65,45063.9,2026-03-03T20:11:48.425090Z
460,49089,"Avila, Francis and Sanders",paid,USD,4455.46,311.88,4767.34,2026-03-03T20:11:12.984765Z
461,51016,Hart PLC,invoiced,GBP,15006.32,3001.26,18007.58,2026-03-03T20:11:13.039334Z
462,87683,"Jones, Cervantes and Hughes",paid,USD,23970.44,1677.93,25648.37,2026-03-03T20:11:13.037070Z
463,36722,Spencer-Duran,confirmed,EUR,7446.82,1489.36,8936.18,2026-03-03T20:11:13.096434Z
464,45641,Kelley PLC,paid,USD,31342.39,2193.97,33536.36,2026-03-03T20:11:13.213743Z
465,35123,Brown Ltd,confirmed,EUR,891.99,178.4,1070.39,2026-03-03T20:11:13.244098Z
466,16921,Carter and Sons,paid,GBP,6.0,1.2,7.2,2026-03-03T20:11:45.722656Z
467,43092,Powell-Johnson,paid,USD,7623.0,533.61,8156.61,2026-03-03T20:11:10.606809Z
468,36863,Brown-Davis,paid,GBP,2195.01,439.0,2634.01,2026-03-03T20:11:13.335337Z
469,44804,Wade-Butler,invoiced,GBP,755.58,151.12,906.7,2026-03-03T20:11:13.357034Z
470,15409,"Reed, Anderson and Nolan",invoiced,EUR,2397.0,479.4,2876.4,2026-03-03T20:11:45.835329Z
471,98857,Rios Ltd,paid,GBP,1782.98,356.6,2139.58,2026-03-03T20:11:13.489247Z
472,30264,Mcneil Group,paid,GBP,1683.0,336.6,2019.6,2026-03-03T20:11:13.541602Z
473,54083,Brown-Watson,confirmed,EUR,3184.32,636.86,3821.18,2026-03-03T20:11:45.818696Z
474,19125,Russell and Sons,created,GBP,9030.66,1806.13,10836.79,2026-03-03T20:11:13.663214Z
475,18497,Lara PLC,invoiced,GBP,1791.0,358.2,2149.2,2026-03-03T20:11:13.733190Z
476,75268,"Vargas, Maynard and Larson",created,EUR,4.72,0.94,5.66,2026-03-03T20:11:45.862110Z
477,90828,Villanueva-Turner,paid,USD,2277.36,159.42,2436.78,2026-03-03T20:11:16.561381Z
478,52840,Wilson Inc,confirmed,EUR,1656.61,331.32,1987.93,2026-03-03T20:11:13.935003Z
479,64280,"Rice, Rice and Golden",created,EUR,87.22,17.44,104.66,2026-03-03T20:11:13.910582Z
480,61491,"Sweeney, Carter and Beck",confirmed,USD,2277.0,159.39,2436.39,2026-03-03T20:11:14.000146Z
481,98865,"Kennedy, Coleman and Taylor",paid,GBP,4180.93,836.19,5017.12,2026-03-03T20:11:14.019278Z
482,78301,"Turner, Butler and Meyers",confirmed,USD,9950.0,696.5,10646.5,2026-03-03T20:11:45.928592Z
483,79429,"Morton, Edwards and Miller",invoiced,GBP,4950.0,990.0,5940.0,2026-03-03T20:11:14.171486Z
484,84960,Ramos Inc,created,USD,398.62,27.9,426.52,2026-03-03T20:11:14.256461Z
485,28343,Wolf Group,paid,USD,3762.15,263.35,4025.5,2026-03-03T20:11:14.326838Z
486,32601,Burns and Sons,paid,USD,899.0,62.93,961.93,2026-03-03T20:11:45.995669Z
487,89028,Edwards-Donovan,confirmed,USD,7453.0,521.71,7974.71,2026-03-03T20:11:14.429028Z
488,24700,"Swanson, Koch and Fox",paid,USD,1.97,0.14,2.11,2026-03-03T20:11:14.450927Z
489,33551,"Reynolds, Beard and Hood",created,GBP,15167.0,3033.4,18200.4,2026-03-03T20:11:14.553329Z
490,72063,"Wells, Hansen and Bond",paid,GBP,1363.0,272.6,1635.6,2026-03-03T20:11:14.534815Z
491,74960,Ruiz-Hines,invoiced,USD,17578.0,1230.46,18808.46,2026-03-03T20:11:14.577879Z
492,90694,Berg LLC,confirmed,USD,801.33,56.09,857.42,2026-03-03T20:11:14.684813Z
493,43064,"Blackburn, Singleton and Willis",invoiced,USD,1981.32,138.69,2120.01,2026-03-03T20:11:11.970829Z
494,92171,"Barker, Fields and Ware",created,USD,8057.48,564.02,8621.5,2026-03-03T20:11:14.772919Z
495,99725,Lopez PLC,paid,GBP,0.19,0.04,0.23,2026-03-03T20:11:14.744559Z
496,69175,Martinez-Bauer,created,GBP,22501.61,4500.32,27001.93,2026-03-03T20:11:14.805286Z
497,44368,"Bernard, Whitaker and Cook",paid,EUR,4.18,0.84,5.02,2026-03-03T20:11:14.923539Z
498,73183,Carr-Wright,invoiced,USD,1390.0,97.3,1487.3,2026-03-03T20:11:14.966780Z
499,24904,Christensen Group,confirmed,USD,348.2,24.37,372.57,2026-03-03T20:11:46.114899Z
500,70503,"Lane, Scott and Avila",paid,USD,5.85,0.41,6.26,2026-03-03T20:11:15.058317Z
501,93810,Fuller-Allen,invoiced,EUR,1.76,0.35,2.11,2026-03-03T20:11:15.095060Z
502,76257,Jackson-Bell,paid,USD,1990.28,139.32,2129.6,2026-03-03T20:11:46.154736Z
503,32408,Gomez and Sons,paid,USD,4455.51,311.89,4767.4,2026-03-03T20:11:15.189523Z
504,70675,"Richardson, Smith and Franco",created,USD,841.52,58.91,900.43,2026-03-03T20:11:15.257419Z
505,29609,Richard-Ramirez,invoiced,GBP,22300.05,4460.01,26760.06,2026-03-03T20:11:15.305567Z
506,74274,Reyes-Perry,invoiced,EUR,3268.42,653.68,3922.1,2026-03-03T20:11:15.379067Z
507,73197,"Johnston, Thomas and Rios",invoiced,GBP,31162.8,6232.56,37395.36,2026-03-03T20:11:15.440688Z
508,81017,"Barnes, Jones and Green",created,USD,4037.0,282.59,4319.59,2026-03-03T20:11:15.467413Z
509,65116,Pineda Ltd,invoiced,GBP,2.19,0.44,2.63,2026-03-03T20:11:15.519383Z
510,99729,"Mitchell, Barnes and Rodriguez",invoiced,GBP,198.97,39.79,238.76,2026-03-03T20:11:15.576302Z
511,24216,Martinez-Sanchez,paid,EUR,0.31,0.06,0.37,2026-03-03T20:11:15.640016Z
